id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,line,opening_year,operator,municipality,etymology_summary_es,named_after_es
cercanias_077,Los Molinos,cercanias_station,,,,40.7066943,-4.0669075,historical,"Named after the municipality. From the flour mills (molinos harineros) built along the Rio Guadarrama. At least three water mills processed cereals in the municipal area. A 1546 license records permission for Álvaro de Mena to establish a water mill on the Guadarrama. The mills were connected to the construction of El Escorial, which drove demand for flour.",Los Molinos (flour mills on the Río Guadarrama),,,,,,,,,Ayuntamiento de Los Molinos (ayuntamiento-losmolinos.es);Turismo Los Molinos (turismolosmolinos.com);Wikipedia (es.wikipedia.org),verified,C-8,,Renfe Cercanias,Los Molinos,"Debe su nombre al municipio. Procede de los molinos harineros que se construyeron a lo largo del río Guadarrama. Al menos tres molinos de agua procesaban cereales en el término municipal. Una licencia de 1546 recoge el permiso otorgado a Álvaro de Mena para instalar un molino hidráulico en el Guadarrama. Los molinos estaban vinculados a la construcción de El Escorial, cuyas obras dispararon la demanda de harina.",Los Molinos (molinos harineros en el Río Guadarrama)
cercanias_078,Cercedilla,cercanias_station,,,,40.737658,-4.066034,place,"Named after the municipality. From Latin 'quercetum' (oak grove), through a diminutive form. 'Cercedilla' means 'little Cerceda'. Settlers from nearby Cerceda likely established a seasonal outpost here, named as a smaller version of the parent town. Paradoxically, Cercedilla is now larger than Cerceda.","Cercedilla (diminutive of Cerceda, from Latin quercetum: oak grove)",,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/cercedilla);MadridNorte24h (madridnorte24horas.com);Toponomasticon Hispaniae (toponhisp.org),verified,C-8;C-9,,Renfe Cercanias,Cercedilla,"Debe su nombre al municipio. Procede del latín 'quercetum' (encinar), a través de una forma diminutiva. 'Cercedilla' significa 'pequeña Cerceda'. Colonos de la cercana Cerceda probablemente establecieron aquí un puesto estacional, bautizado como versión menor de la localidad madre. Paradójicamente, Cercedilla es hoy mayor que Cerceda.","Cercedilla (diminutive of Cerceda, del latín quercetum: robledal)"
cercanias_079,Puerto de Navacerrada,cercanias_station,,,,40.784428,-4.004724,descriptive,"Named after the Navacerrada mountain pass. 'Nava' is a term from at least the 8th century meaning flat land with pasture, liable to flooding, between mountains (RAE attributes Basque origin). 'Cerrada' from 'cercada' (enclosed/fenced), referring to enclosures built to prevent livestock from escaping -- first with branches, then stone walls. Founded by Segovian herders during Reconquista-era repopulation.",Puerto de Navacerrada (enclosed pasture plain mountain pass),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/navacerrada);Toponomasticon Hispaniae (toponhisp.org);Wikipedia (es.wikipedia.org); Amiaire.net,verified,C-9,,Renfe Cercanias,Cercedilla,"Debe su nombre al puerto de montaña de Navacerrada. 'Nava' es un término documentado al menos desde el siglo VIII que designa un terreno llano con pasto, susceptible de encharcamiento, entre montañas (la RAE le atribuye origen vasco). 'Cerrada', de 'cercada' (vallada/acotada), alude a los cercados levantados para evitar que el ganado escapase, primero de ramas y luego de piedra. Fundado por pastores segovianos durante la repoblación de la Reconquista.",Puerto de Navacerrada (enclosed pasture plain puerto de montaña)
cercanias_080,Cotos,cercanias_station,,,,40.822241,-3.964576,historical,"Named after the Puerto de los Cotos mountain pass. The name dates from 1761, when Carlos III purchased the Valsain lands and placed stone boundary markers called 'cotos' to delimit his royal property from the Carthusian Order's Pinar de los Belgas. Two restored original markers are still visible at the top of the pass. Previously called 'Puerto de El Paular' after the nearby Carthusian monastery.","Cotos (boundary markers placed by Carlos III, 1761)",,,,,,,,,Guadarramistas (guadarramistas.com); senderismomadrid.es;MadridNorte24h (madridnorte24horas.com),verified,C-9,,Renfe Cercanias,Real Sitio de San Ildefonso,"Toma su nombre del Puerto de los Cotos. El nombre data de 1761, cuando Carlos III adquirió las tierras de Valsaín y colocó hitos de piedra llamados 'cotos' para delimitar su propiedad real frente al Pinar de los Belgas, de la Orden Cartuja. Dos mojones originales restaurados aún son visibles en lo alto del puerto. Anteriormente se conocía como 'Puerto de El Paular', por el cercano monasterio cartujo.","Cotos (mojones colocados por Carlos III, 1761)"
cercanias_081,Mirasierra-Paco de Lucía,cercanias_station,,Fuencarral-El Pardo,,40.4998777,-3.7093037,person,"'Mirasierra' means 'view of the mountains', referring to the Sierra de Guadarrama panorama. 'Paco de Lucia' honours Francisco Sánchez Gómez (1947-2014), the world-renowned flamenco guitarist who lived in this neighbourhood. The station was originally planned as 'Costa Brava' after the street above it, but when Paco de Lucia died on 26 February 2014, the regional government renamed it in his honour. The Metro Line 9 station opened on 25 March 2015, extending the line 1.4 km from Mirasierra, and the Cercanias station above it was inaugurated on 5 February 2018, connecting lines C-7 and C-8.",Paco de Lucía,Q153300,M,1947,2014,guitarist; musician,Spanish,2015,Costa Brava (planned),Wikipedia (es.wikipedia.org);Telemadrid (telemadrid.es); es.wikipedia.org/wiki/Estacion_de_Paco_de_Lucia; barriodelpilar.com; ecomovilidad.net,verified,C-7;C-8,2018,Renfe Cercanias,Madrid,"'Mirasierra' significa 'vista de la sierra', en alusión al panorama de la Sierra de Guadarrama. 'Paco de Lucía' rinde homenaje a Francisco Sánchez Gómez (1947-2014), el guitarrista flamenco de fama mundial que vivió en este barrio. La estación iba a llamarse originalmente 'Costa Brava', por la calle que discurre sobre ella, pero tras la muerte de Paco de Lucía el 26 de febrero de 2014, el gobierno autonómico decidió rebautizarla en su honor. La estación de metro de la Línea 9 se abrió el 25 de marzo de 2015, prolongando la línea 1,4 km desde Mirasierra, y la de Cercanías, sobre ella, se inauguró el 5 de febrero de 2018, conectando las líneas C-7 y C-8.",Paco de Lucía
cercanias_082,Ramón y Cajal,cercanias_station,,Fuencarral-El Pardo,,40.4910,-3.6970,person,"Named after the nearby Hospital Universitario Ramón y Cajal, which honours Santiago Ramón y Cajal (1852-1934), the 'father of modern neuroscience'. Cajal shared the 1906 Nobel Prize in Physiology or Medicine for proving that the brain is composed of discrete individual cells -- later called neurons -- overturning the prevailing reticular theory. In 1920 King Alfonso XIII commissioned the Instituto Cajal in Madrid, where Cajal worked until his death; the institute continues as a CSIC research centre and custodian of the Cajal Legacy, over 28,000 items including his exquisite hand-drawn neuronal illustrations, recognised by UNESCO in 2017.",Santiago Ramón y Cajal,Q150526,M,1852,1934,neuroscientist,Spanish,,,Wikipedia (es.wikipedia.org);Adif (adif.es),verified,C-7;C-8,,Renfe Cercanias,Madrid,"Toma su nombre del cercano Hospital Universitario Ramón y Cajal, que honra a Santiago Ramón y Cajal (1852-1934), el 'padre de la neurociencia moderna'. Cajal compartió el Premio Nobel de Fisiología o Medicina de 1906 por demostrar que el cerebro está compuesto de células individuales discretas —más tarde llamadas neuronas—, derribando la teoría reticular entonces imperante. En 1920, el rey Alfonso XIII encargó la creación del Instituto Cajal en Madrid, donde Cajal trabajó hasta su muerte; el instituto continúa como centro de investigación del CSIC y custodio del Legado Cajal, más de 28 000 piezas que incluyen sus exquisitas ilustraciones neuronales dibujadas a mano, reconocidas por la UNESCO en 2017.",Santiago Ramón y Cajal
cercanias_084,Tres Cantos,cercanias_station,,,,40.598906,-3.715653,descriptive,"Named after the area. 'Tres Cantos' refers to three boundary marker stones (cantos = mojones) at the meeting point of three municipal territories: Colmenar Viejo, Alcobendas, and Madrid. The stones were reportedly visible on the Avenida de los Encuartes. 'Canto' as boundary stone is pre-Roman, possibly Celtic.",Tres Cantos (three large granite boulders),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/tres-cantos);MadridNorte24h (madridnorte24horas.com);que.madrid; en.wikipedia.org/wiki/Tres_Cantos;Ayto. Tres Cantos (web.trescantos.es),verified,C-4;C-4b,,Renfe Cercanias,Tres Cantos,"Debe su nombre a la zona. 'Tres Cantos' alude a tres mojones (cantos = piedras delimitadoras) situados en el punto de confluencia de tres términos municipales: Colmenar Viejo, Alcobendas y Madrid. Al parecer, las piedras eran visibles en la Avenida de los Encuartes. 'Canto' como piedra de lindero es un término prerromano, posiblemente de origen céltico.",Tres Cantos (tres grandes peñascos de granito)
cercanias_085,Valdebebas,cercanias_station,,Barajas,Timón,40.481809,-3.616419,descriptive,"Named after the Arroyo de Valdebebas, a stream that rose in the highlands of Fuencarral, crossed Las Tablas and Sanchinarro, then emptied into the Jarama. 'Val(le) de bebas': 'bebas' may relate to 'beber' (a livestock watering place) or a pre-Romance substrate term. The arroyo ran dry decades ago but lent its name to the 21st-century neighbourhood planned from 1997. The 470-hectare Parque Forestal Felipe VI, inaugurated in 2015, restored two artificial lagoons along its former course.","Arroyo de Valdebebas (valley stream, bebas of uncertain origin)",,,,,,,,,valdebebas.es/blog/valdebebas-origen-nombre;Asociación de Vecinos de Valdebebas (avvaldebebas.es); Wikidata Q23991457 (Arroyo de Valdebebas);Historia de Hortaleza (historiasdehortaleza.blogspot.com),probable,C-1,2015,Renfe Cercanias,Madrid,"Toma su nombre del Arroyo de Valdebebas, un curso de agua que nacía en las alturas de Fuencarral, cruzaba Las Tablas y Sanchinarro y desembocaba en el Jarama. 'Val(le) de bebas': 'bebas' podría relacionarse con 'beber' (un abrevadero para el ganado) o con un término del sustrato prerromano. El arroyo se secó hace décadas, pero legó su nombre al barrio del siglo XXI planificado a partir de 1997. El Parque Forestal Felipe VI, de 470 hectáreas e inaugurado en 2015, restauró dos lagunas artificiales a lo largo de su antiguo curso.","Arroyo de Valdebebas (arroyo del valle, bebas de origen incierto)"
cercanias_086,Vallecas,cercanias_station,,Puente de Vallecas,,40.382058,-3.624785,place,"Named after the Vallecas area. The toponym first appears in the Fuero de Madrid (1202), under Alfonso VIII, designating a carrascal (holm-oak grove) managed by Madrid's council in the valleys of the Migueles stream. Federico Corriente, Arabist and RAE member, proposed that 'Vallecas' derives from Andalusi Romance 'ballaykas' -- the Latin 'vallis' with the attributive suffix {+ayko/a} meaning 'valley zones' -- reflecting the area's bilingual past under the Toledan taifa. The popular legend of a Muslim settler named Kas ('Valle de Kas') has less scholarly support but persists in local tradition. Vallecas was an independent municipality until annexed by Madrid in 1950.",Vallecas,,,,,,,,,Fuero de Madrid 1202 (cervantesvirtual.com); diccet.com/2021/01/09/vallecas; vallecas.com/la-historia-de-vallecas-desde-1202-hasta-1950; Federico Corriente (Arabic theory); vallecas.com/el-nombre-de-vallecas,verified,C-2;C-7;C-8,,Renfe Cercanias,Madrid,"Toma su nombre de la zona de Vallecas. El topónimo aparece por primera vez en el Fuero de Madrid (1202), bajo Alfonso VIII, designando un carrascal (encinar de carrascas) administrado por el concejo de Madrid en los valles del arroyo de los Migueles. Federico Corriente, arabista y académico de la RAE, propuso que 'Vallecas' procede del romance andalusí 'ballaykas' —el latín 'vallis' con el sufijo atributivo {+ayko/a}, que significaría 'zonas de valle'—, reflejo del pasado bilingüe del territorio bajo la taifa toledana. La leyenda popular de un poblador musulmán llamado Kas ('Valle de Kas') cuenta con menor respaldo académico, pero pervive en la tradición local. Vallecas fue municipio independiente hasta su anexión a Madrid en 1950.",Vallecas
cercanias_088,Villaverde Bajo,cercanias_station,,Villaverde,Villaverde Bajo,40.352592,-3.683981,place,"Named after the Villaverde Bajo neighbourhood. 'Villaverde' = 'green village' from Latin 'villa viridis'. 'Bajo' = 'lower'. Villaverde Bajo sits at one of Madrid's most important railway junctions, where the Extremadura and Andalucia-Levante mainlines diverge. The first station opened here in 1861 on the original Madrid-Aranjuez corridor; a larger station designed in 1924 and inaugurated in 1931 replaced it with expanded freight yards. This strategic 'cruce' (crossing) made Villaverde an industrial hub, attracting factories and workers throughout the 20th century. Villaverde was an independent municipality until annexed by Madrid in 1954.",Villaverde Bajo,,,,,,,,,Wikipedia (es.wikipedia.org);Ayto. Madrid (madrid.es); escritoresvillaverde.wixsite.com/madrid (Historia: Estaciones de tren en Villaverde),verified,C-3;C-4,,Renfe Cercanias,Madrid,"Debe su nombre al barrio de Villaverde Bajo. 'Villaverde' = 'pueblo verde', del latín 'villa viridis'. 'Bajo' = 'inferior'. Villaverde Bajo se sitúa en uno de los nudos ferroviarios más importantes de Madrid, donde divergen las líneas troncales de Extremadura y de Andalucía-Levante. La primera estación se inauguró aquí en 1861, en la línea original Madrid-Aranjuez; una estación más grande, proyectada en 1924 e inaugurada en 1931, la sustituyó con playas de vías ampliadas. Este estratégico 'cruce' convirtió a Villaverde en polo industrial, atrayendo fábricas y obreros a lo largo del siglo XX. Villaverde fue municipio independiente hasta su anexión a Madrid en 1954.",Villaverde Bajo
cercanias_090,Universidad P. Comillas,cercanias_station,,,,40.525,-3.685,person,"Named after the Universidad Pontificia Comillas campus. The institution was created as the Seminary of San Antonio de Padua on 16 December 1890 in Comillas (Cantabria) by papal brief of Leo XIII, promoted by Jesuit Father Tomás Gómez Carral and built by its patron Antonio López y López, 1st Marqués de Comillas, and his son Claudio López Bru, 2nd Marqués de Comillas. Entrusted to the Society of Jesus from the outset, it was elevated to Pontifical university by Pius X in 1904. The institution moved its main campus to Madrid in the 1960s; its Cantoblanco campus is served by this station. 'Comillas' derives from Latin 'cumella' (little hilltop).",Universidad Pontificia Comillas,Q1687025,,,,,,,,es.wikipedia.org/wiki/Universidad_Pontificia_Comillas; comillas.edu; comillas.edu/en/historia-y-compañía-de-jesus; en.wikipedia.org/wiki/Comillas_Pontifical_University,verified,C-4;C-4a,,Renfe Cercanias,Madrid,"Debe su nombre al campus de la Universidad Pontificia Comillas. La institución fue creada como Seminario de San Antonio de Padua el 16 de diciembre de 1890 en Comillas (Cantabria) por breve pontificio de León XIII, a impulso del padre jesuita Tomás Gómez Carral y con el patrocinio de Antonio López y López, primer marqués de Comillas, y de su hijo Claudio López Bru, segundo marqués. Encomendada a la Compañía de Jesús desde sus inicios, fue elevada a universidad pontificia por Pío X en 1904. La institución trasladó su campus principal a Madrid en los años 60; su campus de Cantoblanco está servido por esta estación. 'Comillas' procede del latín 'cumella' (pequeña cima).",Universidad Pontificia Comillas
cercanias_091,Valdelasfuentes,cercanias_station,,,,40.547396,-3.654392,descriptive,"Named after the Valdelasfuentes area of Alcobendas. 'Val(le) de las fuentes' = 'valley of the springs/fountains', describing the historically water-rich terrain with natural springs on the northern slopes feeding into the Arroyo de Valdelasfuentes. The stream is documented in 1494 Madrid Council records. This abundance of water made the area attractive for agriculture and later for residential development. The modern neighbourhood was built from the 1980s as part of Alcobendas's southward expansion. Today it is a residential area of around 15,000 inhabitants.",Valdelasfuentes (Valle de las Fuentes: valley of the springs),,,,,,,,,laplazadesanse.es (Arroyo de Valdelasfuentes documented 1494); es.wikipedia.org/wiki/Valdelasfuentes;Ayto. Alcobendas (alcobendas.org),verified,C-4;C-4a,,Renfe Cercanias,Alcobendas,"Toma su nombre de la zona de Valdelasfuentes, en Alcobendas. 'Val(le) de las fuentes' = 'valle de los manantiales', en referencia al terreno históricamente rico en agua, con surgencias naturales en las laderas septentrionales que alimentaban el Arroyo de Valdelasfuentes. El arroyo está documentado en las actas del Concejo de Madrid de 1494. Esta abundancia de agua hizo la zona atractiva primero para la agricultura y más tarde para la urbanización. El barrio moderno se construyó a partir de los años 80, dentro de la expansión de Alcobendas hacia el sur. Hoy es un área residencial de unos 15 000 habitantes.",Valdelasfuentes (Valle de las Fuentes: valle de los manantiales)
cercanias_092,Zarzaquemada,cercanias_station,,,,40.340843,-3.748248,descriptive,"Named after the Zarzaquemada neighbourhood in Leganés. A transparent compound of 'zarza' (bramble/blackberry bush, from a pre-Roman root) + 'quemada' (burned, from Latin cremare). Literally 'burned bramble patch', indicating land cleared by slash-and-burn agriculture ('roza y quema'). At least 32 Spanish localities have zarza-derived names.","Zarzaquemada (burned bramble patch, slash-and-burn clearing)",,,,,,,,,RAE (dle.rae.es/zarza); Rozas en la Peninsula Iberica (dialnet.unirioja.es/descarga/articulo/1098569.pdf);CVC Rinconete (cvc.cervantes.es/el_rinconete);Secretos de Leganés (secretosdeleganes.wordpress.com); es.wikipedia.org/wiki/Zarzaquemada,verified,C-5,,Renfe Cercanias,Leganés,"Debe su nombre al barrio de Zarzaquemada, en Leganés. Compuesto transparente de 'zarza' (zarzamora, de raíz prerromana) + 'quemada' (del latín cremare). Literalmente, 'zarzal quemado', lo que indica terrenos roturados mediante roza y quema. Al menos 32 localidades españolas llevan topónimos derivados de zarza.","Zarzaquemada (zarza quemada patch, roza y quema clearing)"
cercanias_093,Villalba,cercanias_station,,,,40.635,-4.01,place,"Named after Collado Villalba municipality at a key railway junction where lines to Segovia, Avila, and the Sierra diverge. 'Collado' from Latin 'collis' (hill/pass); 'Villalba' from Latin 'villa alba' (white village). The Toponomasticon Hispaniae notes the 'alba' element likely denotes propitious qualities (clean, pure, prosperous) rather than literal whiteness. The town has been a mountain gateway since medieval times, when Segovian shepherds used the pass for transhumance. Today it is a commuter town of over 60,000 residents, quadruple its 1980 population.",Collado Villalba,Q735759,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/collado-villalba); es.wikipedia.org/wiki/Collado_Villalba;Ayto. Collado Villalba (colladovillalba.es);CRTM (crtm.es),verified,C-8;C-10,,Renfe Cercanias,Collado Villalba,"Toma su nombre del municipio de Collado Villalba, situado en un nudo ferroviario clave donde divergen las líneas hacia Segovia, Ávila y la Sierra. 'Collado' procede del latín 'collis' (colina/paso); 'Villalba' del latín 'villa alba' (pueblo blanco). El Toponomasticon Hispaniae señala que el elemento 'alba' probablemente connota cualidades propicias (limpio, puro, próspero) más que blancura literal. La localidad ha sido puerta de la montaña desde época medieval, cuando los pastores segovianos utilizaban el paso para la trashumancia. Hoy es una ciudad dormitorio de más de 60 000 habitantes, cuatro veces su población de 1980.",Collado Villalba
cercanias_094,Las Zorreras,cercanias_station,,,,40.573,-4.107,descriptive,"Named after the Las Zorreras area near El Escorial. 'Zorreras' derives from 'zorra' (fox), meaning 'place of foxes'. References the historically abundant fox population in the wooded Sierra foothills.","Las Zorreras (fox dens, from zorra: fox)",,,,,,,,,RAE (dle.rae.es/zorrero -- zorrera: cueva de zorros); es.wikipedia.org/wiki/Las_Zorreras; Las Zorreras archaeological site (Iron Age);CRTM (crtm.es),verified,C-8,,Renfe Cercanias,El Escorial,"Toma su nombre de la zona de Las Zorreras, cercana a El Escorial. 'Zorreras' procede de 'zorra' (zorro) y significa 'lugar de zorros'. Alude a la abundante presencia histórica de zorros en las laderas boscosas de la Sierra.","Las Zorreras (madrigueras de zorros, from zorra: fox)"
cercanias_095,Zarzalejo,cercanias_station,,,,40.5386310,-4.1579732,descriptive,"Named after the Zarzalejo municipality. 'Zarzalejo' is a diminutive of 'zarzal' (bramble patch), from 'zarza' (bramble/blackberry bush). Literally 'small bramble patch'. Similar formation to other phytonymic toponyms like Moraleja, Carrascalejo.",Zarzalejo,,,,,,,,,Wikipedia (es.wikipedia.org); toponhisp.org,verified,C-8,,Renfe Cercanias,Zarzalejo,"Debe su nombre al municipio de Zarzalejo. 'Zarzalejo' es un diminutivo de 'zarzal' (matorral de zarzas), de 'zarza' (zarzamora). Literalmente, 'pequeño zarzal'. Formación similar a la de otros topónimos fitonímicos como Moraleja o Carrascalejo.",Zarzalejo
